   Compiling codescout v0.15.0 (/home/marius/work/claude/codescout)
test tools::config::tests::a_worktree_inheriting_its_topology_says_so_on_the_compact_line ... ok
test tools::config::tests::a_worktree_without_workspace_toml_marks_its_topology_inferred ... ok
test server::tests::peer_tool_absent_by_default ... ok
test tools::config::tests::a_worktree_whose_main_has_workspace_toml_reports_inherited_topology ... ok
test server::tests::read_resource_roundtrips_project_summary ... ok
test server::tests::list_tools_shows_lsp_tools_when_has_lsp ... ok
test tools::config::tests::activate_nonexistent_path_errors ... ok
test tools::config::tests::activate_project_auto_libs_is_summary_not_array ... ok
test tools::config::tests::activate_project_focus_switch_returns_full_response ... ok
test server::tests::no_tool_schema_declares_a_top_level_combinator ... ok
test tools::config::tests::activate_hint_shows_switched_when_away_from_home ... ok
test server::tests::no_absolute_project_paths_in_rendered_output ... ok
test server::tests::read_resource_unknown_returns_not_found ... ok
test tools::config::tests::activate_hint_shows_returned_when_back_home ... ok
test server::tests::responses_emit_paths_relative_annotation_once_per_activation ... ok
test tools::config::tests::activate_and_get_config ... ok
test server::tests::pinnable_tools_advertise_workspace_param ... ok
test server::tests::provenance_probes_reference_only_real_tool_names ... ok
test tools::config::tests::activate_project_unknown_id_with_no_slash_returns_error ... ok
test tools::config::tests::activate_hints_empty_for_unrecognised_project ... ok
test server::tests::only_the_two_dispatchers_raise_the_description_cap ... ok
test server::tests::post_process_delivers_a_pending_build_notice_exactly_once ... ok
test tools::config::tests::activating_a_linked_worktree_reports_the_divergence_it_creates ... ok
test server::tests::post_process_annotates_against_the_pinned_root_without_mutating_text ... ok
test tools::config::tests::activate_includes_cwd_hint ... ok
test tools::config::tests::activate_project_includes_memories_and_index ... ok
test server::tests::run_command_advertised_when_shell_command_mode_is_warn ... ok
test tools::config::tests::activate_project_memories_graceful_on_error ... ok
test tools::config::tests::activate_project_ro_excludes_security_fields ... ok
test server::tests::run_command_advertised_when_shell_command_mode_is_unrecognised ... ok
test server::tests::run_command_hidden_when_shell_command_mode_is_disabled ... ok
test server::tests::both_shapes_of_the_compaction_signal_rearm_the_status_block ... ok
test tools::config::tests::activate_project_rw_default_omits_security_profile ... ok
test server::tests::prompt_surfaces_reference_only_real_tools ... ok
test tools::config::tests::an_index_whose_freshness_cannot_be_determined_is_indexed_not_up_to_date ... ok
test tools::config::tests::first_probe_timeout_is_not_cached ... ok
test tools::config::tests::format_activate_project_auto_libs_all_with_source ... ok
test tools::config::tests::format_activate_project_no_legacy_banner_when_absent ... ok
test tools::config::tests::format_activate_project_no_warning_when_current ... ok
test tools::config::tests::format_activate_project_prepends_legacy_index_banner ... ok
test tools::config::tests::format_activate_project_prepends_warning_when_stale ... ok
test tools::config::tests::format_activate_project_prepends_warning_with_none_stored_version ... ok
test tools::config::tests::format_activate_project_ro_with_workspace ... ok
test tools::config::tests::format_activate_project_rw_compact ... ok
test tools::config::tests::format_activate_project_stacks_legacy_under_stale_warning ... ok
test tools::config::tests::format_activate_project_with_auto_libs ... ok
test tools::config::tests::index_status_cache_serves_stale_then_refreshes ... ok
test tools::config::tests::pin_notice_contrasts_the_competing_prior_rather_than_naming_the_pin ... ok
test tools::config::tests::pin_notice_gate_is_closed_unless_explicitly_opened ... ok
test peer::server::tests::served_tool_calls_are_audited ... ok
test server::tests::prompt_surfaces_name_only_params_their_tools_advertise ... ok
test tools::config::tests::post_compact_hint_prices_the_flush_rather_than_only_describing_the_mechanism ... ok
test server::tests::read_file_and_grep_show_a_path_literal_in_content_verbatim ... ok
test tools::config::tests::activate_project_rw_includes_security_fields ... ok
test tools::config::tests::activate_project_single_project_no_workspace ... ok
test tools::config::tests::activate_project_rw_hint_promotes_project_status ... ok
test tools::config::tests::activate_project_switches_focus_by_id ... ok
test tools::config::tests::refresh_in_flight_guard_is_exclusive_per_project ... ok
test tools::config::tests::activate_surfaces_project_hints_from_cargo_toml ... ok
test tools::config::tests::status_reports_remote_http_for_an_urlless_ollama_model_regardless_of_compiled_backends ... ok
test tools::config::tests::activate_project_workspace_includes_depends_on ... ok
test tools::config::tests::activating_a_sub_project_by_path_lists_the_same_memories ... ok
test tools::config::tests::the_compact_line_shows_counts_for_every_populated_index_state ... ok
test tools::config::tests::activating_a_sub_project_reports_the_union_of_both_memory_layouts ... ok
test tools::config::tests::activating_a_non_member_path_still_builds_a_standalone_workspace ... ok
test tools::config::tests::activating_a_sub_project_lists_the_memories_the_memory_tool_writes ... ok
test tools::config::tests::activating_a_plain_checkout_adds_no_worktree_block ... ok
test tools::config::tests::workspace_action_unknown_errors ... ok
test server::tests::server_instructions_mention_project_when_active ... ok
test tools::config::tests::workspace_post_compact_without_action_infers_status ... ok
test tools::core::cap_probe_tests::missing_cited_tests_flags_only_probed_rows_with_an_empty_cited_test ... ok
test tools::core::cap_probe_tests::print_mutation_tally ... ok
test tools::core::cap_probe_tests::probe_rows_are_well_formed ... ok
test tools::core::cap_probe_tests::tally_distinguishes_killed_from_not_yet_and_deferred ... ok
test tools::config::tests::activating_the_workspace_root_by_path_still_takes_full_activation ... ok
test tools::core::guide_emit::tests::a_matching_shape_ships_sections_each_under_its_own_key ... ok
test tools::core::guide_emit::tests::a_non_declaring_topic_ships_whole_and_stamps_the_bare_topic ... ok
test tools::core::guide_emit::tests::a_repeat_of_a_non_declaring_topic_ships_nothing ... ok
test tools::core::guide_emit::tests::all_sections_already_sent_returns_empty_and_does_not_fall_back_to_the_preamble ... ok
test tools::core::guide_emit::tests::an_unmatched_shape_ships_the_preamble_under_its_own_key ... ok
test tools::core::guide_emit::tests::an_unregistered_topic_ships_nothing_and_stamps_nothing ... ok
test tools::core::guide_emit::tests::inject_hint_tells_the_truth_about_what_shipped ... ok
test tools::core::param_alias::tests::a_non_object_input_is_left_alone ... ok
test tools::core::param_alias::tests::canonical_plus_one_alias_is_conflicted_and_never_superseded ... ok
test tools::core::param_alias::tests::canonical_wins_and_the_conflict_is_recorded ... ok
test tools::core::param_alias::tests::no_aliases_present_is_a_no_op_and_allocates_no_corrections ... ok
test tools::core::param_alias::tests::no_corrections_yields_no_notice ... ok
test tools::core::param_alias::tests::notice_for_a_conflict_says_the_value_was_ignored ... ok
test tools::core::param_alias::tests::notice_names_the_tool_the_key_and_the_canonical_name ... ok
test tools::core::param_alias::tests::renames_an_alias_to_its_canonical_key ... ok
test tools::core::param_alias::tests::two_aliases_no_canonical_supplied_the_later_one_is_superseded_not_conflicted ... ok
test tools::core::path_strip::tests::a_path_key_whose_value_contains_the_root_mid_string_is_untouched ... ok
test tools::core::path_strip::tests::a_path_outside_the_root_is_untouched ... ok
test tools::core::path_strip::tests::a_root_key_prunes_recursion_beneath_it ... ok
test tools::core::path_strip::tests::a_sibling_directory_sharing_the_root_as_a_prefix_is_untouched ... ok
test tools::core::path_strip::tests::empty_prefix_is_a_no_op ... ok
test tools::core::path_strip::tests::leaves_file_content_untouched ... ok
test tools::core::path_strip::tests::never_produces_an_empty_string ... ok
test tools::core::path_strip::tests::recurses_into_nested_objects_and_arrays ... ok
test tools::core::path_strip::tests::relativizes_a_path_key ... ok
test tools::core::path_strip::tests::relativizes_an_array_of_paths ... ok
test tools::core::path_strip::tests::root_keys_stay_absolute ... ok
test tools::core::path_strip::tests::scope_block_abs_path_survives_while_item_abs_path_relativizes ... ok
test tools::core::path_strip::tests::unknown_key_keeps_its_absolute_path ... ok
test tools::core::tests::a_bare_array_corrections_does_not_silently_drop_the_framework_advisory ... ok
test tools::core::tests::a_bare_array_corrections_survives_the_buffered_path_with_the_framework_advisory ... ok
test tools::core::tests::a_compact_rendered_read_still_carries_the_worktree_notice ... ok
test tools::core::tests::a_fatal_error_is_left_untouched_and_that_is_the_documented_boundary ... ok
test tools::core::tests::a_missing_required_param_teaches_the_call_instead_of_restating_the_error ... ok
test tools::core::tests::a_pinned_read_gets_no_worktree_notice_even_though_the_tree_is_unchosen ... ok
test tools::core::tests::a_pinned_write_is_not_annotated ... ok
test tools::core::tests::a_read_says_which_tree_it_answered_from_when_worktrees_are_unchosen ... ok
test tools::core::tests::a_read_tool_repairs_and_notes_the_same_ambiguous_input ... ok
test tools::core::tests::a_real_edit_file_write_under_dot_claude_delivers_op_4 ... ok
test tools::config::tests::activation_response_emits_legacy_index_when_db_present ... ok
test tools::core::tests::a_repo_without_worktrees_gets_no_notice ... ok
test tools::core::tests::a_triggered_operator_rule_is_delivered_once_per_session ... ok
test tools::core::tests::a_worktree_notice_is_prefixed_into_stdout_when_the_response_carries_one ... ok
test tools::core::tests::a_write_response_names_the_path_it_wrote_so_op_4_can_match ... ok
test tools::core::tests::a_write_tool_hard_errors_on_two_racing_aliases_with_no_canonical ... ok
test tools::core::tests::an_always_operator_rule_is_never_delivered_by_the_router ... ok
test tools::core::tests::a_write_without_worktrees_keeps_the_bare_ok ... ok
test tools::core::tests::an_exempt_tool_is_not_annotated ... ok
test tools::core::tests::an_unpinned_write_names_the_checkout_it_reached ... ok
test tools::core::tests::an_explicitly_activated_project_gets_no_worktree_notice ... ok
test tools::core::tests::availability_tests::availability_gates_toggle_correctly ... ok
test tools::core::tests::availability_tests::default_availability_is_always ... ok
test tools::core::tests::annotating_an_object_result_preserves_its_fields ... ok
test tools::core::tests::call_content_buffers_at_token_threshold ... ok
test tools::core::tests::call_content_buffered_summary_is_built_from_the_stripped_value ... ok
test tools::core::tests::call_content_caps_compact_summary ... ok
test tools::core::tests::call_content_does_not_buffer_under_token_limit ... ok
test tools::core::tests::call_content_buffers_large_output ... ok
test tools::core::tests::call_content_passthrough_small_output ... ok
test tools::core::tests::call_content_generic_fallback_without_format_compact ... ok
test tools::core::tests::call_content_small_output_ignores_format_compact ... ok
test tools::core::tests::call_content_relativizes_path_keys_but_not_content ... ok
test tools::core::tests::call_sees_the_canonical_key_never_the_alias ... ok
test tools::core::tests::correction_reaches_the_caller_on_the_buffered_path ... ok
test tools::core::tests::correction_reaches_the_caller_on_the_compact_text_path ... ok
test tools::core::tests::correction_reaches_the_caller_on_the_json_path ... ok
test tools::core::tests::call_content_uses_format_compact_in_buffer_summary ... ok
test tools::core::tests::display_includes_hint_text ... ok
test tools::core::tests::display_includes_must_follow_text ... ok
test tools::core::tests::create_file_pinned_to_its_tree_is_allowed_while_the_same_call_unpinned_is_refused ... ok
test tools::core::tests::display_includes_warning_text ... ok
test tools::core::tests::display_no_guidance_just_message ... ok
test tools::core::tests::elicit_returns_none_when_no_peer ... ok
test tools::core::tests::elicit_user_cancelled_is_recoverable_error ... ok
